agents,solveIndModel,solveNN,solveDynamic,solveStaticOverlap,solveStaticNonOverlap,solveStaticNoPool,solveGreedyDynamic,maxUtil
"[(0, 0.25, 0.5), (1, 0.5, 0.5), (2, 0.5, 0.5), (3, 0.75, 0.5), (4, 0.75, 0.75)]",0.78125,0.5625,1.21875,1.1875,1.1875,1.1875,1.21875,1.5625
"[(0, 0.25, 0.5), (1, 0.5, 0.5), (2, 0.5, 0.5), (3, 0.25, 0.75), (4, 0.25, 0.75)]",0.5390625,0.0,0.78125,0.78125,0.78125,0.6875,0.78125,1.0
"[(0, 0.25, 0.5), (1, 0.5, 0.5), (2, 0.5, 0.5), (3, 0.25, 0.75), (4, 0.5, 0.75)]",0.6328125,0.375,0.921875,0.921875,0.921875,0.875,0.921875,1.1875
"[(0, 0.25, 0.5), (1, 0.5, 0.5), (2, 0.5, 0.5), (3, 0.25, 0.75), (4, 0.75, 0.75)]",0.7421875,0.5625,1.1015625,1.09375,1.09375,1.0625,1.1015625,1.375
"[(0, 0.25, 0.5), (1, 0.5, 0.5), (2, 0.5, 0.5), (3, 0.5, 0.75), (4, 0.5, 0.75)]",0.66796875,0.65625,1.078125,1.0625,1.0625,1.0,1.078125,1.375
"[(0, 0.25, 0.5), (1, 0.5, 0.5), (2, 0.5, 0.5), (3, 0.5, 0.75), (4, 0.75, 0.75)]",0.82421875,0.984375,1.265625,1.21875,1.203125,1.1875,1.265625,1.5625
"[(0, 0.25, 0.5), (1, 0.5, 0.5), (2, 0.5, 0.5), (3, 0.75, 0.75), (4, 0.75, 0.75)]",0.90625,1.125,1.453125,1.375,1.375,1.375,1.453125,1.75
"[(0, 0.25, 0.5), (1, 0.5, 0.5), (2, 0.75, 0.5), (3, 0.75, 0.5), (4, 0.75, 0.5)]",0.78125,0.0,1.125,1.125,1.125,1.125,1.125,1.5
"[(0, 0.25, 0.5), (1, 0.5, 0.5), (2, 0.75, 0.5), (3, 0.75, 0.5), (4, 0.25, 0.75)]",0.6875,0.0,1.03125,1.03125,1.03125,1.0,1.03125,1.3125
"[(0, 0.25, 0.5), (1, 0.5, 0.5), (2, 0.75, 0.5), (3, 0.75, 0.5), (4, 0.5, 0.75)]",0.78125,0.375,1.125,1.125,1.125,1.125,1.125,1.5
"[(0, 0.25, 0.5), (1, 0.5, 0.5), (2, 0.75, 0.5), (3, 0.75, 0.5), (4, 0.75, 0.75)]",0.90625,0.5625,1.3125,1.3125,1.3125,1.3125,1.3125,1.6875
"[(0, 0.25, 0.5), (1, 0.5, 0.5), (2, 0.75, 0.5), (3, 0.25, 0.75), (4, 0.25, 0.75)]",0.6640625,0.0,0.90625,0.90625,0.90625,0.8125,0.90625,1.125
"[(0, 0.25, 0.5), (1, 0.5, 0.5), (2, 0.75, 0.5), (3, 0.25, 0.75), (4, 0.5, 0.75)]",0.7578125,0.375,1.046875,1.046875,1.046875,1.0,1.046875,1.3125
"[(0, 0.25, 0.5), (1, 0.5, 0.5), (2, 0.75, 0.5), (3, 0.25, 0.75), (4, 0.75, 0.75)]",0.8515625,0.5625,1.21875,1.21875,1.21875,1.1875,1.21875,1.5
"[(0, 0.25, 0.5), (1, 0.5, 0.5), (2, 0.75, 0.5), (3, 0.5, 0.75), (4, 0.5, 0.75)]",0.79296875,0.65625,1.1953125,1.1875,1.1875,1.125,1.1953125,1.5
"[(0, 0.25, 0.5), (1, 0.5, 0.5), (2, 0.75, 0.5), (3, 0.5, 0.75), (4, 0.75, 0.75)]",0.88671875,0.5625,1.3828125,1.3359375,1.328125,1.3125,1.3828125,1.6875
"[(0, 0.25, 0.5), (1, 0.5, 0.5), (2, 0.75, 0.5), (3, 0.75, 0.75), (4, 0.75, 0.75)]",0.921875,0.984375,1.546875,1.5,1.5,1.5,1.546875,1.875
"[(0, 0.25, 0.5), (1, 0.5, 0.5), (2, 0.25, 0.75), (3, 0.25, 0.75), (4, 0.25, 0.75)]",0.49609375,0.1875,0.7245038006756757,0.71875,0.71875,0.625,0.7245038006756757,0.9375
"[(0, 0.25, 0.5), (1, 0.5, 0.5), (2, 0.25, 0.75), (3, 0.25, 0.75), (4, 0.5, 0.75)]",0.63671875,0.375,0.90625,0.90625,0.90625,0.8125,0.90625,1.125
"[(0, 0.25, 0.5), (1, 0.5, 0.5), (2, 0.25, 0.75), (3, 0.25, 0.75), (4, 0.75, 0.75)]",0.720703125,0.5625,1.09375,1.09375,1.09375,1.0,1.09375,1.3125
"[(0, 0.25, 0.5), (1, 0.5, 0.5), (2, 0.25, 0.75), (3, 0.5, 0.75), (4, 0.5, 0.75)]",0.720703125,0.75,1.060546875,1.046875,1.046875,1.0,1.060546875,1.3125
"[(0, 0.25, 0.5), (1, 0.5, 0.5), (2, 0.25, 0.75), (3, 0.5, 0.75), (4, 0.75, 0.75)]",0.861328125,0.84375,1.248046875,1.234375,1.234375,1.1875,1.248046875,1.5
"[(0, 0.25, 0.5), (1, 0.5, 0.5), (2, 0.25, 0.75), (3, 0.75, 0.75), (4, 0.75, 0.75)]",0.9375,0.984375,1.423828125,1.40625,1.40625,1.375,1.423828125,1.6875
"[(0, 0.25, 0.5), (1, 0.5, 0.5), (2, 0.5, 0.75), (3, 0.5, 0.75), (4, 0.5, 0.75)]",0.876953125,0.6328125,1.21875,1.1875,1.1875,1.125,1.21875,1.5
"[(0, 0.25, 0.5), (1, 0.5, 0.5), (2, 0.5, 0.75), (3, 0.5, 0.75), (4, 0.75, 0.75)]",1.048828125,0.84375,1.40625,1.375,1.375,1.3125,1.40625,1.6875
"[(0, 0.25, 0.5), (1, 0.5, 0.5), (2, 0.5, 0.75), (3, 0.75, 0.75), (4, 0.75, 0.75)]",1.125,1.2490649131274132,1.58203125,1.5234375,1.515625,1.5,1.58203125,1.875
"[(0, 0.25, 0.5), (1, 0.5, 0.5), (2, 0.75, 0.75), (3, 0.75, 0.75), (4, 0.75, 0.75)]",1.2578125,1.1953125,1.7578125,1.6875,1.6875,1.6875,1.7578125,2.0625
"[(0, 0.25, 0.5), (1, 0.75, 0.5), (2, 0.75, 0.5), (3, 0.75, 0.5), (4, 0.75, 0.5)]",0.8125,0.375,1.125,1.125,1.125,1.125,1.125,1.625
"[(0, 0.25, 0.5), (1, 0.75, 0.5), (2, 0.75, 0.5), (3, 0.75, 0.5), (4, 0.25, 0.75)]",0.75,0.0,1.125,1.125,1.125,1.125,1.125,1.4375
"[(0, 0.25, 0.5), (1, 0.75, 0.5), (2, 0.75, 0.5), (3, 0.75, 0.5), (4, 0.5, 0.75)]",0.84375,0.375,1.21875,1.21875,1.21875,1.125,1.21875,1.625
"[(0, 0.25, 0.5), (1, 0.75, 0.5), (2, 0.75, 0.5), (3, 0.75, 0.5), (4, 0.75, 0.75)]",0.9375,0.5625,1.359375,1.359375,1.3125,1.3125,1.359375,1.8125
"[(0, 0.25, 0.5), (1, 0.75, 0.5), (2, 0.75, 0.5), (3, 0.25, 0.75), (4, 0.25, 0.75)]",0.7265625,0.0,1.03125,1.03125,1.03125,0.9375,1.03125,1.25
"[(0, 0.25, 0.5), (1, 0.75, 0.5), (2, 0.75, 0.5), (3, 0.25, 0.75), (4, 0.5, 0.75)]",0.8203125,0.375,1.171875,1.171875,1.171875,1.125,1.171875,1.4375
"[(0, 0.25, 0.5), (1, 0.75, 0.5), (2, 0.75, 0.5), (3, 0.25, 0.75), (4, 0.75, 0.75)]",0.9140625,0.5625,1.3125,1.3125,1.3125,1.3125,1.3125,1.625
"[(0, 0.25, 0.5), (1, 0.75, 0.5), (2, 0.75, 0.5), (3, 0.5, 0.75), (4, 0.5, 0.75)]",0.85546875,0.5625,1.3125,1.3125,1.3125,1.125,1.3125,1.625
"[(0, 0.25, 0.5), (1, 0.75, 0.5), (2, 0.75, 0.5), (3, 0.5, 0.75), (4, 0.75, 0.75)]",0.94921875,0.5625,1.453125,1.453125,1.453125,1.3125,1.453125,1.8125
"[(0, 0.25, 0.5), (1, 0.75, 0.5), (2, 0.75, 0.5), (3, 0.75, 0.75), (4, 0.75, 0.75)]",0.984375,0.984375,1.6171875,1.59375,1.59375,1.5,1.6171875,2.0
"[(0, 0.25, 0.5), (1, 0.75, 0.5), (2, 0.25, 0.75), (3, 0.25, 0.75), (4, 0.25, 0.75)]",0.52734375,0.375,0.84375,0.84375,0.84375,0.75,0.84375,1.0625
"[(0, 0.25, 0.5), (1, 0.75, 0.5), (2, 0.25, 0.75), (3, 0.25, 0.75), (4, 0.5, 0.75)]",0.708984375,0.375,1.03125,1.03125,1.03125,0.9375,1.03125,1.25
"[(0, 0.25, 0.5), (1, 0.75, 0.5), (2, 0.25, 0.75), (3, 0.25, 0.75), (4, 0.75, 0.75)]",0.744140625,0.5625,1.21875,1.21875,1.21875,1.125,1.21875,1.4375
"[(0, 0.25, 0.5), (1, 0.75, 0.5), (2, 0.25, 0.75), (3, 0.5, 0.75), (4, 0.5, 0.75)]",0.720703125,0.46875,1.171875,1.171875,1.171875,1.125,1.171875,1.4375
"[(0, 0.25, 0.5), (1, 0.75, 0.5), (2, 0.25, 0.75), (3, 0.5, 0.75), (4, 0.75, 0.75)]",0.884765625,0.84375,1.359375,1.359375,1.359375,1.3125,1.359375,1.625
"[(0, 0.25, 0.5), (1, 0.75, 0.5), (2, 0.25, 0.75), (3, 0.75, 0.75), (4, 0.75, 0.75)]",0.9609375,0.984375,1.51171875,1.5,1.5,1.5,1.51171875,1.8125
"[(0, 0.25, 0.5), (1, 0.75, 0.5), (2, 0.5, 0.75), (3, 0.5, 0.75), (4, 0.5, 0.75)]",0.908203125,0.375,1.3125,1.3125,1.3125,1.125,1.3125,1.625
"[(0, 0.25, 0.5), (1, 0.75, 0.5), (2, 0.5, 0.75), (3, 0.5, 0.75), (4, 0.75, 0.75)]",1.072265625,0.84375,1.5,1.5,1.5,1.3125,1.5,1.8125
"[(0, 0.25, 0.5), (1, 0.75, 0.5), (2, 0.5, 0.75), (3, 0.75, 0.75), (4, 0.75, 0.75)]",1.1484375,1.2490649131274132,1.669921875,1.640625,1.640625,1.5,1.669921875,2.0
"[(0, 0.25, 0.5), (1, 0.75, 0.5), (2, 0.75, 0.75), (3, 0.75, 0.75), (4, 0.75, 0.75)]",1.2890625,0.94921875,1.828125,1.78125,1.78125,1.6875,1.828125,2.1875
"[(0, 0.25, 0.5), (1, 0.25, 0.75), (2, 0.25, 0.75), (3, 0.25, 0.75), (4, 0.25, 0.75)]",0.48046875,0.28125,0.6884765625,0.6875,0.6875,0.5625,0.6884765625,0.875
"[(0, 0.25, 0.5), (1, 0.25, 0.75), (2, 0.25, 0.75), (3, 0.25, 0.75), (4, 0.5, 0.75)]",0.62109375,0.375,0.8759765625,0.84375,0.84375,0.75,0.8759765625,1.0625
"[(0, 0.25, 0.5), (1, 0.25, 0.75), (2, 0.25, 0.75), (3, 0.25, 0.75), (4, 0.75, 0.75)]",0.78515625,0.5625,1.0634765625,1.03125,1.03125,0.9375,1.0634765625,1.25
"[(0, 0.25, 0.5), (1, 0.25, 0.75), (2, 0.25, 0.75), (3, 0.5, 0.75), (4, 0.5, 0.75)]",0.732421875,0.5625,1.04296875,1.03125,1.03125,0.9375,1.04296875,1.25
"[(0, 0.25, 0.5), (1, 0.25, 0.75), (2, 0.25, 0.75), (3, 0.5, 0.75), (4, 0.75, 0.75)]",0.873046875,0.84375,1.23046875,1.21875,1.21875,1.125,1.23046875,1.4375
"[(0, 0.25, 0.5), (1, 0.25, 0.75), (2, 0.25, 0.75), (3, 0.75, 0.75), (4, 0.75, 0.75)]",0.9609375,0.984375,1.40625,1.40625,1.40625,1.3125,1.40625,1.625
"[(0, 0.25, 0.5), (1, 0.25, 0.75), (2, 0.5, 0.75), (3, 0.5, 0.75), (4, 0.5, 0.75)]",0.861328125,0.5625,1.20556640625,1.171875,1.171875,1.125,1.20556640625,1.4375
"[(0, 0.25, 0.5), (1, 0.25, 0.75), (2, 0.5, 0.75), (3, 0.5, 0.75), (4, 0.75, 0.75)]",1.060546875,0.84375,1.39306640625,1.359375,1.359375,1.3125,1.39306640625,1.625
"[(0, 0.25, 0.5), (1, 0.25, 0.75), (2, 0.5, 0.75), (3, 0.75, 0.75), (4, 0.75, 0.75)]",1.1484375,1.2490649131274132,1.56884765625,1.546875,1.546875,1.5,1.56884765625,1.8125
"[(0, 0.25, 0.5), (1, 0.25, 0.75), (2, 0.75, 0.75), (3, 0.75, 0.75), (4, 0.75, 0.75)]",1.3359375,0.94921875,1.73583984375,1.6875,1.6875,1.6875,1.73583984375,2.0
"[(0, 0.25, 0.5), (1, 0.5, 0.75), (2, 0.5, 0.75), (3, 0.5, 0.75), (4, 0.5, 0.75)]",0.908203125,0.5625,1.341796875,1.3125,1.3125,1.125,1.341796875,1.625
"[(0, 0.25, 0.5), (1, 0.5, 0.75), (2, 0.5, 0.75), (3, 0.5, 0.75), (4, 0.75, 0.75)]",1.095703125,0.984375,1.529296875,1.5,1.5,1.3125,1.529296875,1.8125
"[(0, 0.25, 0.5), (1, 0.5, 0.75), (2, 0.5, 0.75), (3, 0.75, 0.75), (4, 0.75, 0.75)]",1.18359375,0.84375,1.6962890625,1.6875,1.6875,1.5,1.6962890625,2.0
"[(0, 0.25, 0.5), (1, 0.5, 0.75), (2, 0.75, 0.75), (3, 0.75, 0.75), (4, 0.75, 0.75)]",1.2890625,0.94921875,1.8544921875,1.828125,1.828125,1.6875,1.8544921875,2.1875
"[(0, 0.25, 0.5), (1, 0.75, 0.75), (2, 0.75, 0.75), (3, 0.75, 0.75), (4, 0.75, 0.75)]",1.3359375,0.94921875,2.0126953125,1.96875,1.96875,1.6875,2.0126953125,2.375
"[(0, 0.5, 0.5), (1, 0.5, 0.5), (2, 0.5, 0.5), (3, 0.5, 0.5), (4, 0.5, 0.5)]",0.5625,0.0,0.75,0.75,0.75,0.75,0.75,1.25
"[(0, 0.5, 0.5), (1, 0.5, 0.5), (2, 0.5, 0.5), (3, 0.5, 0.5), (4, 0.75, 0.5)]",0.625,0.0,0.875,0.875,0.875,0.875,0.875,1.375
"[(0, 0.5, 0.5), (1, 0.5, 0.5), (2, 0.5, 0.5), (3, 0.5, 0.5), (4, 0.25, 0.75)]",0.5625,0.0,0.78125,0.78125,0.78125,0.75,0.78125,1.1875
"[(0, 0.5, 0.5), (1, 0.5, 0.5), (2, 0.5, 0.5), (3, 0.5, 0.5), (4, 0.5, 0.75)]",0.65625,0.375,0.90625,0.90625,0.875,0.875,0.90625,1.375
"[(0, 0.5, 0.5), (1, 0.5, 0.5), (2, 0.5, 0.5), (3, 0.5, 0.5), (4, 0.75, 0.75)]",0.75,0.5625,1.09375,1.0625,1.0625,1.0625,1.09375,1.5625
"[(0, 0.5, 0.5), (1, 0.5, 0.5), (2, 0.5, 0.5), (3, 0.75, 0.5), (4, 0.75, 0.5)]",0.671875,0.0,1.0,1.0,1.0,1.0,1.0,1.5
"[(0, 0.5, 0.5), (1, 0.5, 0.5), (2, 0.5, 0.5), (3, 0.75, 0.5), (4, 0.25, 0.75)]",0.5859375,0.0,0.90625,0.90625,0.90625,0.875,0.90625,1.3125
"[(0, 0.5, 0.5), (1, 0.5, 0.5), (2, 0.5, 0.5), (3, 0.75, 0.5), (4, 0.5, 0.75)]",0.7109375,0.375,1.03125,1.03125,1.0,1.0,1.03125,1.5
"[(0, 0.5, 0.5), (1, 0.5, 0.5), (2, 0.5, 0.5), (3, 0.75, 0.5), (4, 0.75, 0.75)]",0.8046875,0.5625,1.21875,1.1875,1.1875,1.1875,1.21875,1.6875
"[(0, 0.5, 0.5), (1, 0.5, 0.5), (2, 0.5, 0.5), (3, 0.25, 0.75), (4, 0.25, 0.75)]",0.57421875,0.0,0.8125,0.8125,0.8125,0.75,0.8125,1.125
"[(0, 0.5, 0.5), (1, 0.5, 0.5), (2, 0.5, 0.5), (3, 0.25, 0.75), (4, 0.5, 0.75)]",0.66796875,0.5625,0.94140625,0.9375,0.921875,0.875,0.94140625,1.3125
"[(0, 0.5, 0.5), (1, 0.5, 0.5), (2, 0.5, 0.5), (3, 0.25, 0.75), (4, 0.75, 0.75)]",0.77734375,0.75,1.125,1.09375,1.09375,1.0625,1.125,1.5
"[(0, 0.5, 0.5), (1, 0.5, 0.5), (2, 0.5, 0.5), (3, 0.5, 0.75), (4, 0.5, 0.75)]",0.703125,0.796875,1.078125,1.0625,1.0625,1.0,1.078125,1.5
"[(0, 0.5, 0.5), (1, 0.5, 0.5), (2, 0.5, 0.5), (3, 0.5, 0.75), (4, 0.75, 0.75)]",0.859375,0.984375,1.265625,1.21875,1.203125,1.1875,1.265625,1.6875
"[(0, 0.5, 0.5), (1, 0.5, 0.5), (2, 0.5, 0.5), (3, 0.75, 0.75), (4, 0.75, 0.75)]",0.94140625,1.125,1.453125,1.375,1.375,1.375,1.453125,1.875
"[(0, 0.5, 0.5), (1, 0.5, 0.5), (2, 0.75, 0.5), (3, 0.75, 0.5), (4, 0.75, 0.5)]",0.796875,0.0,1.125,1.125,1.125,1.125,1.125,1.625
"[(0, 0.5, 0.5), (1, 0.5, 0.5), (2, 0.75, 0.5), (3, 0.75, 0.5), (4, 0.25, 0.75)]",0.7109375,0.0,1.03125,1.03125,1.03125,1.0,1.03125,1.4375
"[(0, 0.5, 0.5), (1, 0.5, 0.5), (2, 0.75, 0.5), (3, 0.75, 0.5), (4, 0.5, 0.75)]",0.8046875,0.375,1.125,1.125,1.125,1.125,1.125,1.625
"[(0, 0.5, 0.5), (1, 0.5, 0.5), (2, 0.75, 0.5), (3, 0.75, 0.5), (4, 0.75, 0.75)]",0.9296875,0.5625,1.3125,1.3125,1.3125,1.3125,1.3125,1.8125
"[(0, 0.5, 0.5), (1, 0.5, 0.5), (2, 0.75, 0.5), (3, 0.25, 0.75), (4, 0.25, 0.75)]",0.69921875,0.0,0.9375,0.9375,0.9375,0.875,0.9375,1.25
"[(0, 0.5, 0.5), (1, 0.5, 0.5), (2, 0.75, 0.5), (3, 0.25, 0.75), (4, 0.5, 0.75)]",0.79296875,0.375,1.06640625,1.046875,1.046875,1.0,1.06640625,1.4375
"[(0, 0.5, 0.5), (1, 0.5, 0.5), (2, 0.75, 0.5), (3, 0.25, 0.75), (4, 0.75, 0.75)]",0.88671875,0.5625,1.2421875,1.21875,1.21875,1.1875,1.2421875,1.625
"[(0, 0.5, 0.5), (1, 0.5, 0.5), (2, 0.75, 0.5), (3, 0.5, 0.75), (4, 0.5, 0.75)]",0.828125,0.65625,1.1953125,1.1875,1.1875,1.125,1.1953125,1.625
"[(0, 0.5, 0.5), (1, 0.5, 0.5), (2, 0.75, 0.5), (3, 0.5, 0.75), (4, 0.75, 0.75)]",0.921875,0.84375,1.3828125,1.3359375,1.328125,1.3125,1.3828125,1.8125
"[(0, 0.5, 0.5), (1, 0.5, 0.5), (2, 0.75, 0.5), (3, 0.75, 0.75), (4, 0.75, 0.75)]",0.95703125,0.984375,1.546875,1.5,1.5,1.5,1.546875,2.0
"[(0, 0.5, 0.5), (1, 0.5, 0.5), (2, 0.25, 0.75), (3, 0.25, 0.75), (4, 0.25, 0.75)]",0.6015625,0.0,0.81640625,0.81640625,0.81640625,0.6875,0.81640625,1.0625
"[(0, 0.5, 0.5), (1, 0.5, 0.5), (2, 0.25, 0.75), (3, 0.25, 0.75), (4, 0.5, 0.75)]",0.70703125,0.375,0.9609375,0.953125,0.953125,0.875,0.9609375,1.25
"[(0, 0.5, 0.5), (1, 0.5, 0.5), (2, 0.25, 0.75), (3, 0.25, 0.75), (4, 0.75, 0.75)]",0.7734375,0.5625,1.13671875,1.125,1.125,1.0625,1.13671875,1.4375
"[(0, 0.5, 0.5), (1, 0.5, 0.5), (2, 0.25, 0.75), (3, 0.5, 0.75), (4, 0.5, 0.75)]",0.83203125,0.75,1.11328125,1.09375,1.09375,1.0,1.11328125,1.4375
"[(0, 0.5, 0.5), (1, 0.5, 0.5), (2, 0.25, 0.75), (3, 0.5, 0.75), (4, 0.75, 0.75)]",0.9375,0.84375,1.30078125,1.2421875,1.234375,1.1875,1.30078125,1.625
"[(0, 0.5, 0.5), (1, 0.5, 0.5), (2, 0.25, 0.75), (3, 0.75, 0.75), (4, 0.75, 0.75)]",1.1015625,0.984375,1.4765625,1.40625,1.40625,1.375,1.4765625,1.8125
"[(0, 0.5, 0.5), (1, 0.5, 0.5), (2, 0.5, 0.75), (3, 0.5, 0.75), (4, 0.5, 0.75)]",0.9296875,0.6328125,1.236328125,1.21875,1.1875,1.125,1.236328125,1.625
"[(0, 0.5, 0.5), (1, 0.5, 0.5), (2, 0.5, 0.75), (3, 0.5, 0.75), (4, 0.75, 0.75)]",1.1015625,0.84375,1.423828125,1.375,1.375,1.3125,1.423828125,1.8125
"[(0, 0.5, 0.5), (1, 0.5, 0.5), (2, 0.5, 0.75), (3, 0.75, 0.75), (4, 0.75, 0.75)]",1.177734375,1.2490649131274132,1.599609375,1.5234375,1.515625,1.5,1.599609375,2.0
"[(0, 0.5, 0.5), (1, 0.5, 0.5), (2, 0.75, 0.75), (3, 0.75, 0.75), (4, 0.75, 0.75)]",1.310546875,1.1953125,1.775390625,1.6875,1.6875,1.6875,1.775390625,2.1875
"[(0, 0.5, 0.5), (1, 0.75, 0.5), (2, 0.75, 0.5), (3, 0.75, 0.5), (4, 0.75, 0.5)]",0.828125,0.0,1.125,1.125,1.125,1.125,1.125,1.75
"[(0, 0.5, 0.5), (1, 0.75, 0.5), (2, 0.75, 0.5), (3, 0.75, 0.5), (4, 0.25, 0.75)]",0.7734375,0.0,1.125,1.125,1.125,1.125,1.125,1.5625
"[(0, 0.5, 0.5), (1, 0.75, 0.5), (2, 0.75, 0.5), (3, 0.75, 0.5), (4, 0.5, 0.75)]",0.8671875,0.375,1.21875,1.21875,1.21875,1.125,1.21875,1.75
"[(0, 0.5, 0.5), (1, 0.75, 0.5), (2, 0.75, 0.5), (3, 0.75, 0.5), (4, 0.75, 0.75)]",0.9609375,0.5625,1.359375,1.359375,1.3125,1.3125,1.359375,1.9375
"[(0, 0.5, 0.5), (1, 0.75, 0.5), (2, 0.75, 0.5), (3, 0.25, 0.75), (4, 0.25, 0.75)]",0.76171875,0.0,1.03125,1.03125,1.03125,1.0,1.03125,1.375
"[(0, 0.5, 0.5), (1, 0.75, 0.5), (2, 0.75, 0.5), (3, 0.25, 0.75), (4, 0.5, 0.75)]",0.85546875,0.375,1.171875,1.171875,1.171875,1.125,1.171875,1.5625
"[(0, 0.5, 0.5), (1, 0.75, 0.5), (2, 0.75, 0.5), (3, 0.25, 0.75), (4, 0.75, 0.75)]",0.94921875,0.5625,1.32421875,1.3125,1.3125,1.3125,1.32421875,1.75
"[(0, 0.5, 0.5), (1, 0.75, 0.5), (2, 0.75, 0.5), (3, 0.5, 0.75), (4, 0.5, 0.75)]",0.890625,0.5625,1.3125,1.3125,1.3125,1.125,1.3125,1.75
"[(0, 0.5, 0.5), (1, 0.75, 0.5), (2, 0.75, 0.5), (3, 0.5, 0.75), (4, 0.75, 0.75)]",0.984375,0.5625,1.453125,1.453125,1.453125,1.3125,1.453125,1.9375
"[(0, 0.5, 0.5), (1, 0.75, 0.5), (2, 0.75, 0.5), (3, 0.75, 0.75), (4, 0.75, 0.75)]",1.01953125,0.984375,1.6171875,1.59375,1.59375,1.5,1.6171875,2.125
"[(0, 0.5, 0.5), (1, 0.75, 0.5), (2, 0.25, 0.75), (3, 0.25, 0.75), (4, 0.25, 0.75)]",0.65625,0.0,0.94140625,0.94140625,0.94140625,0.8125,0.94140625,1.1875
"[(0, 0.5, 0.5), (1, 0.75, 0.5), (2, 0.25, 0.75), (3, 0.25, 0.75), (4, 0.5, 0.75)]",0.76171875,0.375,1.078125,1.078125,1.078125,1.0,1.078125,1.375
"[(0, 0.5, 0.5), (1, 0.75, 0.5), (2, 0.25, 0.75), (3, 0.25, 0.75), (4, 0.75, 0.75)]",0.8671875,0.5625,1.25390625,1.21875,1.21875,1.1875,1.25390625,1.5625
"[(0, 0.5, 0.5), (1, 0.75, 0.5), (2, 0.25, 0.75), (3, 0.5, 0.75), (4, 0.5, 0.75)]",0.90234375,0.5625,1.21875,1.21875,1.21875,1.125,1.21875,1.5625
"[(0, 0.5, 0.5), (1, 0.75, 0.5), (2, 0.25, 0.75), (3, 0.5, 0.75), (4, 0.75, 0.75)]",0.9609375,0.84375,1.400390625,1.359375,1.359375,1.3125,1.400390625,1.75
"[(0, 0.5, 0.5), (1, 0.75, 0.5), (2, 0.25, 0.75), (3, 0.75, 0.75), (4, 0.75, 0.75)]",1.013671875,0.984375,1.564453125,1.5,1.5,1.5,1.564453125,1.9375
"[(0, 0.5, 0.5), (1, 0.75, 0.5), (2, 0.5, 0.75), (3, 0.5, 0.75), (4, 0.5, 0.75)]",0.9609375,0.375,1.336254222972973,1.3125,1.3125,1.125,1.336254222972973,1.75
"[(0, 0.5, 0.5), (1, 0.75, 0.5), (2, 0.5, 0.75), (3, 0.5, 0.75), (4, 0.75, 0.75)]",1.1015625,0.84375,1.51171875,1.5,1.5,1.3125,1.51171875,1.9375
"[(0, 0.5, 0.5), (1, 0.75, 0.5), (2, 0.5, 0.75), (3, 0.75, 0.75), (4, 0.75, 0.75)]",1.154296875,0.984375,1.669921875,1.640625,1.640625,1.5,1.669921875,2.125
"[(0, 0.5, 0.5), (1, 0.75, 0.5), (2, 0.75, 0.75), (3, 0.75, 0.75), (4, 0.75, 0.75)]",1.341796875,1.1953125,1.828125,1.78125,1.78125,1.6875,1.828125,2.3125
"[(0, 0.5, 0.5), (1, 0.25, 0.75), (2, 0.25, 0.75), (3, 0.25, 0.75), (4, 0.25, 0.75)]",0.533203125,0.0,0.8125,0.8125,0.8125,0.625,0.8125,1.0
"[(0, 0.5, 0.5), (1, 0.25, 0.75), (2, 0.25, 0.75), (3, 0.25, 0.75), (4, 0.5, 0.75)]",0.673828125,0.375,0.953125,0.953125,0.953125,0.8125,0.953125,1.1875
"[(0, 0.5, 0.5), (1, 0.25, 0.75), (2, 0.25, 0.75), (3, 0.25, 0.75), (4, 0.75, 0.75)]",0.837890625,0.5625,1.1337890625,1.12890625,1.12890625,1.0,1.1337890625,1.375
"[(0, 0.5, 0.5), (1, 0.25, 0.75), (2, 0.25, 0.75), (3, 0.5, 0.75), (4, 0.5, 0.75)]",0.7265625,0.5625,1.11328125,1.09375,1.09375,1.0,1.11328125,1.375
"[(0, 0.5, 0.5), (1, 0.25, 0.75), (2, 0.25, 0.75), (3, 0.5, 0.75), (4, 0.75, 0.75)]",0.92578125,0.84375,1.30078125,1.265625,1.265625,1.1875,1.30078125,1.5625
"[(0, 0.5, 0.5), (1, 0.25, 0.75), (2, 0.25, 0.75), (3, 0.75, 0.75), (4, 0.75, 0.75)]",1.013671875,0.984375,1.4765625,1.40625,1.40625,1.375,1.4765625,1.75
"[(0, 0.5, 0.5), (1, 0.25, 0.75), (2, 0.5, 0.75), (3, 0.5, 0.75), (4, 0.5, 0.75)]",0.9140625,0.5625,1.25390625,1.234375,1.234375,1.125,1.25390625,1.5625
"[(0, 0.5, 0.5), (1, 0.25, 0.75), (2, 0.5, 0.75), (3, 0.5, 0.75), (4, 0.75, 0.75)]",1.11328125,0.84375,1.44140625,1.40625,1.40625,1.3125,1.44140625,1.75
"[(0, 0.5, 0.5), (1, 0.25, 0.75), (2, 0.5, 0.75), (3, 0.75, 0.75), (4, 0.75, 0.75)]",1.201171875,1.2490649131274132,1.6171875,1.546875,1.546875,1.5,1.6171875,1.9375
"[(0, 0.5, 0.5), (1, 0.25, 0.75), (2, 0.75, 0.75), (3, 0.75, 0.75), (4, 0.75, 0.75)]",1.388671875,1.1953125,1.775390625,1.6875,1.6875,1.6875,1.775390625,2.125
